Location,2021,2020,2019,2018,Type
"Lehi, USA",9.3,7.8,6.1,,City
"Alexandria, USA",9.3,6.9,7.5,6.6,City
"Norfolk, USA",9.3,,,,City
"Appleton, USA",9.3,7.4,8.2,6.6,City
"Chaumont-Gistoux, Belgium",9.2,6.6,10.6,11.8,City
"Mancio Lima, Brazil",9.2,,,,City
"Sainte-Anne-de-Bellevue, Canada",9.2,8.5,8.2,6.3,City
"Chateauroux, France",9.2,,,,City
"Dreux, France",9.2,,,,City
"Orleans, France",9.2,,,,City
"Saint-Dizier, France",9.2,8.5,8.9,12.0,City
"Aix-en-Provence, France",9.2,8.7,10.1,11.8,City
"Heidelberg, Germany",9.2,8.5,,,City
"Burgbernheim, Germany",9.2,8.6,8.9,11.1,City
"Neustadt an der Donau, Germany",9.2,9.4,10.2,12.3,City
"Marburg, Germany",9.2,8.9,10.2,,City
"Braunschweig, Germany",9.2,7.9,10.3,12.5,City
"Locknitz, Germany",9.2,8.4,9.7,,City
"Aachen, Germany",9.2,8.8,,,City
"Soest, Germany",9.2,8.3,,,City
"Cork, Ireland",9.2,7.3,8.4,,City
"Ottati, Italy",9.2,,,,City
"Bocco, Italy",9.2,11.9,12.8,,City
"Ciconia, Italy",9.2,,,,City
"Nagoya, Japan",9.2,9.4,11.7,12.1,City
"Seto, Japan",9.2,9.2,10.4,11.3,City
"Ashiya, Japan",9.2,10.0,11.2,11.2,City
"Yokaichidemachi, Japan",9.2,,,,City
"Minamisatsuma, Japan",9.2,11.8,13.2,13.3,City
"Kameoka, Japan",9.2,10.1,12.0,11.9,City
"Kyotanabe, Japan",9.2,9.7,11.0,12.4,City
"Natori, Japan",9.2,10.1,11.6,11.1,City
"Taiwa, Japan",9.2,,10.9,10.4,City
"Omihachiman, Japan",9.2,9.4,11.6,12.4,City
"Fuji, Japan",9.2,,10.0,10.5,City
"Mishima, Japan",9.2,,10.4,11.4,City
"Ome, Japan",9.2,8.5,9.1,10.3,City
"Ube, Japan",9.2,9.7,11.4,11.9,City
"Naujoji Akmene, Lithuania",9.2,8.0,10.0,12.4,City
"Luxembourg, Luxembourg",9.2,8.7,9.9,11.2,City
"Enschede, Netherlands",9.2,8.5,10.0,10.5,City
"Timaru, New Zealand",9.2,9.3,10.9,8.6,City
"Seixal, Portugal",9.2,9.7,,,City
"Hernani, Spain",9.2,,,,City
"Pontecesures, Spain",9.2,8.7,11.3,11.4,City
"Port Talbot, United Kingdom",9.2,9.7,10.3,10.8,City
"Alameda, USA",9.2,12.6,8.3,10.3,City
"Bishop, USA",9.2,12.5,4.5,8.4,City
"Concord, USA",9.2,11.7,6.5,13.3,City
"Mission Canyon, USA",9.2,,,,City
"Rio Vista, USA",9.2,11.5,7.2,11.2,City
"San Pedro, USA",9.2,,,,City
"Stevenson Ranch, USA",9.2,11.7,8.8,,City
"Fort Lauderdale, USA",9.2,10.1,8.5,,City
"Tampa, USA",9.2,8.8,8.7,8.6,City
"Elkhart, USA",9.2,,8.5,8.2,City
"New Orleans, USA",9.2,9.0,10.2,9.4,City
"Thibodaux, USA",9.2,9.5,10.2,6.0,City
"Plainville, USA",9.2,,,,City
"Sherborn, USA",9.2,,,,City
"Port Huron, USA",9.2,7.4,7.5,7.8,City
"Tecumseh, USA",9.2,8.8,9.2,8.1,City
"Poughkeepsie, USA",9.2,6.8,6.9,,City
"Stillwater, USA",9.2,8.5,11.4,,City
"Canby, USA",9.2,,10.1,,City
"Milwaukie, USA",9.2,,,,City
"Toughkenamon, USA",9.2,8.3,9.2,,City
"Cedar Park, USA",9.2,7.7,8.8,,City
"Oakley, USA",9.2,6.4,4.0,,City
"Colbert, USA",9.2,10.3,,,City
"Potosi, USA",9.2,8.4,8.7,8.3,City
"Lenzing, Austria",9.1,9.7,,,City
"Cold Lake South, Canada",9.1,,,,City
"Qamdo, China",9.1,11.1,11.6,17.5,City
"Marcelji, Croatia",9.1,,,,City
"Bourg-les-Valence, France",9.1,8.7,9.9,,City
"Clermont Ferrand, France",9.1,8.5,8.6,9.6,City
"Saint-Chamond, France",9.1,8.9,8.1,9.4,City
"Chalon-sur-Saone, France",9.1,8.7,10.1,11.1,City
"Bourges, France",9.1,,,,City
"Belleville-sur-Meuse, France",9.1,9.8,11.0,,City
"Chatou, France",9.1,8.9,10.9,,City
"Angouleme, France",9.1,8.7,9.2,8.6,City
"Limoges, France",9.1,7.6,7.2,8.4,City
"Mont-de-Marsan, France",9.1,7.9,8.0,9.3,City
"Bouguenais, France",9.1,,,,City
"Saint-Denis-d'Anjou, France",9.1,8.8,9.2,10.3,City
"Saint-Nazaire, France",9.1,8.7,8.6,9.2,City
"Wiesloch, Germany",9.1,8.7,,,City
"Bösel, Germany",9.1,8.8,11.7,13.6,City
"Hildesheim, Germany",9.1,8.0,11.4,,City
"Oldenburg, Germany",9.1,8.6,12.0,13.9,City
"Montemurro, Italy",9.1,,,,City
"Okazaki, Japan",9.1,9.0,11.2,12.0,City
"Kashiwa, Japan",9.1,9.6,11.3,12.5,City
"Noda, Japan",9.1,9.9,11.6,13.8,City
"Urayasu, Japan",9.1,,,,City
"Gifu, Japan",9.1,9.4,11.4,12.2,City
"Takehara, Japan",9.1,10.4,10.6,11.9,City
"Marugame, Japan",9.1,10.7,12.6,13.7,City
"Kosa, Japan",9.1,10.8,11.9,12.0,City
"Maizuru, Japan",9.1,9.1,11.7,12.0,City
"Nara, Japan",9.1,10.3,11.2,11.5,City
"Joetsu, Japan",9.1,8.4,10.0,,City
"Karatsu, Japan",9.1,10.9,13.9,12.9,City
"Ogawa, Japan",9.1,9.6,10.7,11.8,City
"Saitama, Japan",9.1,9.8,11.3,12.7,City
"Ashikaga, Japan",9.1,9.8,11.1,12.3,City
"Kiyose, Japan",9.1,9.3,12.1,13.2,City
"Tokyo, Japan",9.1,10.1,11.7,13.1,City
"Hikata, Japan",9.1,,,,City
"Campeche, Mexico",9.1,,,,City
"IJmuiden, Netherlands",9.1,8.7,9.8,9.8,City
"Geraldine, New Zealand",9.1,10.0,10.4,11.0,City
"Skoppum, Norway",9.1,7.6,8.2,,City
"Cartagena, Spain",9.1,12.2,,,City
"Harkingen, Switzerland",9.1,8.8,,,City
"Kloten / Balsberg, Switzerland",9.1,,,,City
"Manchester, United Kingdom",9.1,8.1,10.5,10.8,City
"Portsmouth, United Kingdom",9.1,,12.4,12.4,City
"Munlochy, United Kingdom",9.1,10.3,10.8,,City
"Twin Lakes, USA",9.1,,,,City
"Washington, USA",9.1,7.4,9.3,,City
"Bonifay, USA",9.1,9.4,9.3,8.1,City
"Tallahassee, USA",9.1,9.0,10.6,8.5,City
"Gainesville, USA",9.1,8.8,9.7,,City
"Valdosta, USA",9.1,,,,City
"Cary, USA",9.1,8.3,10.1,9.0,City
"Mahomet, USA",9.1,,,,City
"Birdseye, USA",9.1,,,,City
"Portage, USA",9.1,,8.7,9.3,City
"Keosauqua, USA",9.1,7.5,7.2,7.5,City
"Agawam, USA",9.1,,,,City
"Worcester, USA",9.1,8.3,8.4,7.3,City
"Duluth, USA",9.1,6.3,5.8,5.6,City
"Grand Marais, USA",9.1,,,,City
"Hampstead, USA",9.1,,,,City
"Biglerville, USA",9.1,,9.5,7.7,City
"Charleroi, USA",9.1,5.9,7.4,8.7,City
"Elk Point, USA",9.1,15.1,,,City
"Socorro, USA",9.1,8.3,6.9,7.0,City
"Lindon, USA",9.1,8.0,6.0,6.7,City
"Morgan, USA",9.1,7.0,4.9,,City
"Salt Lake City, USA",9.1,7.2,6.1,,City
"Sundance, USA",9.1,7.2,3.8,,City
"Clear Brook, USA",9.1,7.2,7.9,6.8,City
"Kennewick, USA",9.1,9.0,6.5,8.2,City
"Axams, Austria",9.0,8.0,8.3,,City
"Windsor, Canada",9.0,8.1,8.2,8.6,City
"Lasa, China",9.0,10.6,10.5,14.6,City
"Rijeka, Croatia",9.0,,,,City
"Gaillard, France",9.0,9.4,9.5,,City
"Baume-les-Dames, France",9.0,9.6,9.8,10.4,City
"Besancon, France",9.0,8.6,9.1,12.0,City
"Chartres, France",9.0,,,,City
"Perigueux, France",9.0,7.8,,,City
"Eggenstein, Germany",9.0,8.1,,,City
"Pforzheim, Germany",9.0,8.4,9.7,11.0,City
"Reutlingen, Germany",9.0,8.5,11.9,12.7,City
"Darmstadt, Germany",9.0,,,,City
"Neuwied, Germany",9.0,8.6,9.6,11.4,City
"Statte, Italy",9.0,,,,City
"Viterbo, Italy",9.0,,,,City
"Obu, Japan",9.0,9.1,11.4,11.6,City
"Tahara, Japan",9.0,9.3,11.1,11.5,City
"Yachiyo, Japan",9.0,9.7,10.8,12.1,City
"Yawatahama, Japan",9.0,9.6,10.4,10.3,City
"Iidacho, Japan",9.0,9.7,,,City
"Nishinomiya, Japan",9.0,9.9,10.7,11.3,City
"Tsuchiura, Japan",9.0,9.0,12.7,12.7,City
"Takamatsu, Japan",9.0,9.6,11.2,13.3,City
"Anshukita Yashikicho, Japan",9.0,,,,City
"Matsusaka, Japan",9.0,9.4,10.5,10.4,City
"Unzen, Japan",9.0,10.3,10.4,,City
"Sakai, Japan",9.0,9.8,12.5,13.0,City
"Suita, Japan",9.0,9.1,13.3,13.5,City
"Honjo, Japan",9.0,9.6,10.7,12.3,City
"Urayasu, Japan",9.0,9.7,12.2,,City
"Shakado, Japan",9.0,,,,City
"Hashimoto, Japan",9.0,10.1,11.2,11.9,City
"Porsgrunn, Norway",9.0,7.5,7.6,7.5,City
"Kristiansand, Norway",9.0,,,,City
"Campillos, Spain",9.0,,,,City
"Aviles, Spain",9.0,9.1,7.1,10.5,City
"Arona, Spain",9.0,10.3,8.3,,City
"San Sebastián de La Gomera, Spain",9.0,9.6,9.3,,City
"Naron, Spain",9.0,,,,City
"Reading, United Kingdom",9.0,8.3,,,City
"Sheffield, United Kingdom",9.0,10.0,12.7,12.8,City
"Bodega Bay, USA",9.0,11.9,8.5,,City
"Cazadero, USA",9.0,11.0,7.1,,City
"Crestline, USA",9.0,9.4,8.2,9.3,City
"East Palo Alto, USA",9.0,,,,City
"Hercules, USA",9.0,11.4,7.2,,City
"Lucerne, USA",9.0,13.9,5.1,,City
"Martinez, USA",9.0,,5.1,6.2,City
"Ramona, USA",9.0,,,,City
"Rodeo, USA",9.0,11.9,7.2,,City
"San Leandro, USA",9.0,12.2,7.5,,City
"New Castle, USA",9.0,7.1,6.8,,City
"Kendall, USA",9.0,8.9,8.9,,City
"Montgomery, USA",9.0,,,,City
"Grangeville, USA",9.0,8.7,5.8,6.4,City
"Wilmington, USA",9.0,8.2,9.1,8.8,City
"Hanover, USA",9.0,,,,City
"Versailles, USA",9.0,,,,City
"Smiths Grove, USA",9.0,7.6,8.0,9.1,City
"Somerset, USA",9.0,,,,City
"Metairie, USA",9.0,9.2,10.7,,City
"Arlington, USA",9.0,,,,City
"Lexington, USA",9.0,,8.3,,City
"Newton, USA",9.0,,,,City
"Waltham, USA",9.0,,,,City
"Bloomfield Township, USA",9.0,9.2,,,City
"St. Louis, USA",9.0,8.1,8.8,,City
"Salem, USA",9.0,,10.5,,City
"Albany, USA",9.0,8.7,8.0,8.1,City
"Cherokee, USA",9.0,,,,City
"Lexington, USA",9.0,8.1,9.0,9.5,City
"Medina, USA",9.0,6.4,8.6,7.9,City
"Bartlesville, USA",9.0,7.3,10.6,,City
"Memphis, USA",9.0,8.1,8.2,8.1,City
"Bulverde, USA",9.0,8.8,10.7,,City
"Herriman, USA",9.0,7.9,6.2,6.7,City
"Spanish Fork, USA",9.0,7.5,5.0,8.5,City
"Woodland Hills, USA",9.0,,,,City
"Chantilly, USA",9.0,,,,City
"Cockburn, Australia",8.9,8.0,8.3,9.4,City
"Tournai, Belgium",8.9,7.2,11.0,11.1,City
"Shannan, China",8.9,8.7,9.6,10.0,City
"Bourg-en-Bresse, France",8.9,8.2,8.8,8.8,City
"Saint-Germain-sur-Rhone, France",8.9,7.9,8.1,9.3,City
"Blois, France",8.9,,,,City
"Chalette-sur-Loing, France",8.9,,,,City
"Joue-Les-Tours, France",8.9,9.1,10.4,10.3,City
"Épernay, France",8.9,8.2,9.3,10.5,City
"Jonville-en-Woëvre, France",8.9,9.5,9.6,11.2,City
"Cannes, France",8.9,8.6,,,City
"Tauberbischofsheim, Germany",8.9,8.1,,,City
"Niederrad, Germany",8.9,9.1,9.6,,City
"Acquapendente, Italy",8.9,8.9,9.9,,City
"Semonte-Casamorcia, Italy",8.9,,,,City
"Spoleto, Italy",8.9,7.2,,,City
"Kisarazu, Japan",8.9,9.4,11.1,11.8,City
"Aikawa, Japan",8.9,8.4,9.2,10.3,City
"Kawasaki, Japan",8.9,9.5,11.3,12.6,City
"Ayabe, Japan",8.9,8.7,10.9,11.2,City
"Nantan, Japan",8.9,9.6,11.1,11.6,City
"Fukai Higashimachi, Japan",8.9,,,,City
"Yorii, Japan",8.9,9.5,10.8,11.1,City
"Higashikurume, Japan",8.9,9.3,11.5,12.9,City
"Mitaka, Japan",8.9,9.7,11.1,14.0,City
"Mizuho, Japan",8.9,9.8,11.7,,City
"Nyuzen, Japan",8.9,8.9,9.9,10.4,City
"Kuching, Malaysia",8.9,9.5,17.4,,City
"Bacalar, Mexico",8.9,,,,City
"Hedel, Netherlands",8.9,5.4,6.0,,City
"Moss, Norway",8.9,7.4,8.9,8.5,City
"Burgersfort, South Africa",8.9,,12.8,,City
"Beasain, Spain",8.9,9.8,10.2,9.5,City
"Donostia, Spain",8.9,8.0,8.9,9.6,City
"Erandio, Spain",8.9,8.9,9.4,,City
"Mimetiz, Spain",8.9,7.2,7.7,8.0,City
"Carral, Spain",8.9,9.8,9.6,9.6,City
"Onsala, Sweden",8.9,8.6,8.5,,City
"Hualien, Taiwan",8.9,8.7,9.4,8.8,City
"Chatham, United Kingdom",8.9,10.2,14.0,15.2,City
"Eccles, United Kingdom",8.9,8.4,9.8,11.0,City
"Southend-on-Sea, United Kingdom",8.9,8.6,10.7,12.4,City
"Benicia, USA",8.9,12.0,7.2,,City
"Cherry Valley, USA",8.9,,,,City
"Crescent City, USA",8.9,12.9,,,City
"Emeryville, USA",8.9,,,,City
"Fairview, USA",8.9,,,,City
"Forestville, USA",8.9,,7.3,,City
"Fremont, USA",8.9,12.2,7.5,,City
"Graton, USA",8.9,12.1,7.3,,City
"Lee Vining, USA",8.9,14.0,3.6,,City
"Live Oak, USA",8.9,,,,City
"Montecito, USA",8.9,10.3,8.0,,City
"San Martin, USA",8.9,,,,City
"Santee, USA",8.9,,,,City
"Winchester, USA",8.9,9.5,7.8,7.4,City
"Avon, USA",8.9,,,,City
"Lehigh Acres, USA",8.9,,,,City
"Stanton, USA",8.9,6.8,7.0,7.6,City
"Greenfield, USA",8.9,8.4,7.0,5.9,City
"Merritt, USA",8.9,8.1,7.9,6.3,City
"Columbia Falls, USA",8.9,7.5,7.0,10.5,City
"Fort Lee, USA",8.9,,11.4,,City
"Roswell, USA",8.9,6.6,7.2,,City
"Hayesville, USA",8.9,6.6,,,City
"Youngstown, USA",8.9,8.0,7.9,8.3,City
"Cave Junction, USA",8.9,15.3,7.5,13.3,City
"Gladstone, USA",8.9,,,,City
"Sisters, USA",8.9,16.0,5.7,7.3,City
"Charleston, USA",8.9,7.7,9.1,7.5,City
"Watertown, USA",8.9,10.7,7.2,7.8,City
"Seabrook, USA",8.9,8.1,7.2,7.1,City
"Duchesne, USA",8.9,8.7,4.6,,City
"Ogden, USA",8.9,7.3,5.6,9.2,City
"Summit Park, USA",8.9,,,,City
"Pullman, USA",8.9,,3.5,5.1,City
"Eau Claire, USA",8.9,7.7,8.1,7.8,City
"Lake Wissota, USA",8.9,,,,City
"Herstal, Belgium",8.8,7.1,10.4,11.0,City
"Tamarack, Canada",8.8,,,,City
"Chystovice, Czech Republic",8.8,9.1,10.1,14.5,City
"Troyes, France",8.8,10.0,9.7,,City
"Moult, France",8.8,9.0,10.0,10.2,City
"La Rochelle, France",8.8,7.9,9.1,9.2,City
"Niesky, Germany",8.8,8.5,,,City
"Toyohashi, Japan",8.8,8.9,10.4,10.7,City
"Funabashi, Japan",8.8,11.2,12.3,12.5,City
"Nagareyama, Japan",8.8,9.9,11.4,12.2,City
"Minokamo, Japan",8.8,9.0,10.7,10.9,City
"Higashiagatsuma, Japan",8.8,9.5,9.7,10.8,City
"Ota, Japan",8.8,9.8,13.0,14.3,City
"Aioi, Japan",8.8,9.3,10.7,11.4,City
"Sakaide, Japan",8.8,10.4,11.4,12.9,City
"Aso, Japan",8.8,10.5,11.5,10.6,City
"Kamiamakusa, Japan",8.8,10.2,11.5,11.6,City
"Chichibu, Japan",8.8,9.7,14.2,14.4,City
"Hidaka, Japan",8.8,9.9,12.4,12.9,City
"Moriyama, Japan",8.8,9.0,11.6,11.5,City
"Gotsu, Japan",8.8,9.5,9.7,,City
"Yasugi, Japan",8.8,9.3,10.0,,City
"Kokawa, Japan",8.8,,,,City
"Amarume, Japan",8.8,,,,City
"Stepnogorsk, Kazakhstan",8.8,,,,City
"Kolobrzeg, Poland",8.8,,,,City
"Arrúbal, Spain",8.8,8.3,7.6,,City
"Moncloa-Aravaca, Spain",8.8,,,,City
"Valencia, Spain",8.8,10.2,13.3,14.5,City
"Malmö, Sweden",8.8,9.8,10.2,12.3,City
"Enkoeping, Sweden",8.8,8.0,8.8,,City
"McCalla, USA",8.8,8.5,9.7,9.4,City
"Yuma, USA",8.8,9.0,7.5,8.5,City
"Cotati, USA",8.8,11.3,7.0,,City
"Fallbrook, USA",8.8,,,,City
"Heber, USA",8.8,,,,City
"Middletown, USA",8.8,13.2,5.1,,City
"Montara, USA",8.8,,7.0,,City
"Oak View, USA",8.8,9.9,7.9,,City
"San Miguel, USA",8.8,,,,City
"Santa Barbara, USA",8.8,10.0,8.4,8.7,City
"Santa Clara, USA",8.8,12.1,7.5,,City
"Vallejo, USA",8.8,11.5,7.7,13.0,City
"Walnut Creek, USA",8.8,12.2,6.6,,City
"Loma, USA",8.8,,,,City
"Pueblo, USA",8.8,,,,City
"Waterbury, USA",8.8,8.1,7.8,8.7,City
"Springfield, USA",8.8,7.6,8.7,9.6,City
"Ashland, USA",8.8,7.5,7.8,7.9,City
"Baton Rouge, USA",8.8,8.7,10.4,10.0,City
"Barre, USA",8.8,,,,City
"Brookline, USA",8.8,,,,City
"Waveland, USA",8.8,8.2,7.5,7.4,City
"Bellevue, USA",8.8,8.2,8.3,9.0,City
"Keene, USA",8.8,8.5,8.3,6.1,City
"Columbia, USA",8.8,7.6,7.2,8.2,City
"Lawrence Township, USA",8.8,7.8,8.6,,City
"Morristown, USA",8.8,8.1,9.1,,City
"Naples, USA",8.8,7.2,7.8,,City
"Shokan, USA",8.8,,,,City
"Healdton, USA",8.8,9.4,7.7,8.7,City
"John Day, USA",8.8,10.8,8.9,10.6,City
"Rapid City, USA",8.8,7.9,8.0,7.2,City
"Jamaica Beach, USA",8.8,,,,City
"Woodville, USA",8.8,,,,City
"Alpine, USA",8.8,7.3,5.5,,City
"Cedar Hills, USA",8.8,7.9,5.5,,City
"Payson, USA",8.8,7.4,5.8,,City
"Snyderville, USA",8.8,,,,City
"Riverton, USA",8.8,,,,City
"Bungendore, Australia",8.7,,,,City
"Andenne, Belgium",8.7,6.2,10.3,11.7,City
"Liège, Belgium",8.7,6.5,9.2,10.8,City
"Plitvicka Jezera, Croatia",8.7,8.8,10.3,13.0,City
"Montluçon, France",8.7,6.8,6.0,,City
"Yzeure, France",8.7,8.7,7.3,,City
"Calais, France",8.7,,10.9,10.4,City
"Billere, France",8.7,6.8,7.6,7.0,City
"Regensburg, Germany",8.7,12.4,14.5,,City
"Radebeul, Germany",8.7,9.7,,,City
"Hummelshain, Germany",8.7,7.7,7.4,,City
"Chiba, Japan",8.7,9.1,10.4,11.0,City
"Yachimata, Japan",8.7,9.2,10.5,9.6,City
"Ako, Japan",8.7,8.0,10.1,10.5,City
"Koga, Japan",8.7,9.6,10.7,10.9,City
"Asanohonmachi, Japan",8.7,,,,City
"Samukawa, Japan",8.7,9.6,9.6,10.1,City
"Yusuhara, Japan",8.7,9.1,10.3,10.5,City
"Uji, Japan",8.7,9.0,10.5,11.7,City
"Hannan, Japan",8.7,9.2,10.6,11.1,City
"Oda, Japan",8.7,9.6,9.6,,City
"Kamiyama, Japan",8.7,9.6,9.7,10.7,City
"Minami, Japan",8.7,10.2,10.7,11.3,City
"Higashimurayama, Japan",8.7,10.6,12.1,13.5,City
"Uozu, Japan",8.7,9.5,10.1,10.0,City
"Shonai, Japan",8.7,8.5,9.3,9.4,City
"De Rijp, Netherlands",8.7,9.3,,,City
"Diemen, Netherlands",8.7,8.1,10.5,12.5,City
"Stavanger, Norway",8.7,6.4,7.8,8.0,City
"Leiria, Portugal",8.7,8.6,9.7,,City
"Sintra, Portugal",8.7,8.8,7.9,,City
"Frigiliana, Spain",8.7,8.4,8.4,,City
"Albacete, Spain",8.7,9.3,7.9,,City
"Aldeavieja de Tormes, Spain",8.7,,,,City
"Santiago de Compostela, Spain",8.7,9.0,8.7,10.3,City
"Richterswil / Dorfkern, Switzerland",8.7,8.1,7.5,,City
"Lancaster, United Kingdom",8.7,,,,City
"Wakefield, United Kingdom",8.7,,,,City
"Marion, USA",8.7,8.2,8.5,8.7,City
"Dublin, USA",8.7,12.5,7.1,,City
"Felton, USA",8.7,11.3,5.9,7.7,City
"Rohnert Park, USA",8.7,11.9,8.5,,City
"San Andreas, USA",8.7,12.5,5.7,14.6,City
"Yountville, USA",8.7,,,,City
"Castle Rock, USA",8.7,,,,City
"Florence, USA",8.7,,,,City
"Wellington, USA",8.7,,,,City
"Dover, USA",8.7,9.1,9.6,,City
"Ocala, USA",8.7,,8.5,7.8,City
"Panama City, USA",8.7,10.0,8.8,8.6,City
"Stuart, USA",8.7,8.3,7.9,7.8,City
"Cicero, USA",8.7,8.0,11.3,9.6,City
"Manhattan, USA",8.7,,,,City
"Highland Heights, USA",8.7,7.8,8.1,,City
"Phippsburg, USA",8.7,,,,City
"Concord, USA",8.7,5.9,,,City
"Pittsfield, USA",8.7,7.7,8.0,,City
"Williamstown, USA",8.7,,,,City
"Saint Michael, USA",8.7,6.3,5.8,6.9,City
"Gulfport, USA",8.7,9.6,9.2,8.3,City
"Hernando, USA",8.7,8.2,8.3,9.1,City
"Lincoln, USA",8.7,7.3,8.8,7.5,City
"Dover Plains, USA",8.7,,,,City
"New Salem, USA",8.7,5.0,4.9,6.3,City
"Lawton, USA",8.7,8.2,8.6,7.1,City
"Spartanburg, USA",8.7,8.0,8.5,7.8,City
"Trenton, USA",8.7,7.1,8.1,7.5,City
"Corpus Christi, USA",8.7,7.9,8.8,9.4,City
"Draper, USA",8.7,7.2,6.0,,City
"Orem, USA",8.7,7.4,4.9,,City
"Newfane, USA",8.7,,,,City
"Auburn, USA",8.7,,5.9,,City
"Saint-Nicolas, Belgium",8.6,7.2,10.1,10.8,City
"Vanderhoof, Canada",8.6,9.5,,,City
"Sokolov, Czech Republic",8.6,8.9,9.4,15.1,City
"Saint-Etienne, France",8.6,7.9,8.3,9.1,City
"Saint-Gervais-la-Foret, France",8.6,,,,City
"Kempten (Allgau), Germany",8.6,8.6,8.9,10.8,City
"Bad Belzig, Germany",8.6,8.6,10.0,11.6,City
"Eggebek, Germany",8.6,8.2,10.8,12.3,City
"Nakahonmachi, Japan",8.6,,,,City
"Ichikawa, Japan",8.6,9.3,10.0,12.6,City
"Wakasa, Japan",8.6,8.9,10.7,11.4,City
"Maebashi, Japan",8.6,9.2,10.0,11.1,City
"Miyoshi, Japan",8.6,10.4,10.9,11.1,City
"Takarazuka, Japan",8.6,9.0,11.1,11.4,City
"Toyooka, Japan",8.6,8.6,12.3,12.0,City
"Sanuki, Japan",8.6,,,,City
"Yokohama, Japan",8.6,9.6,10.5,11.3,City
"Susaki, Japan",8.6,10.3,10.1,10.8,City
"Ide, Japan",8.6,9.4,10.6,11.2,City
"Kizu, Japan",8.6,,,,City
"Iga, Japan",8.6,9.9,12.0,13.3,City
"Owase, Japan",8.6,8.7,8.7,,City
"Tawaramoto, Japan",8.6,9.5,10.1,,City
"Yufu, Japan",8.6,9.6,10.1,10.3,City
"Ibaraki, Japan",8.6,8.1,13.4,12.3,City
"Masuda, Japan",8.6,9.4,10.1,11.7,City
"Shinjō, Japan",8.6,8.2,9.1,9.2,City
"Yanai, Japan",8.6,9.5,10.3,10.7,City
"Wieringerwerf, Netherlands",8.6,8.6,10.3,10.1,City
"Waimate, New Zealand",8.6,9.6,10.2,7.8,City
"Gisborne, New Zealand",8.6,,,,City
"Las Rosas, Spain",8.6,8.9,6.4,,City
"Santa Cruz de Tenerife, Spain",8.6,11.2,7.4,6.9,City
"Arteixo, Spain",8.6,,,,City
"Sarria, Spain",8.6,,,,City
"Sagunt, Spain",8.6,9.2,5.0,6.7,City
"Giubiasco, Switzerland",8.6,,,,City
"Kloten, Switzerland",8.6,8.5,9.0,,City
"Kloten / Horainli, Switzerland",8.6,,,,City
"Leeds, United Kingdom",8.6,8.5,12.3,11.5,City
"Newcastle upon Tyne, United Kingdom",8.6,7.7,10.2,9.0,City
"Sandy, United Kingdom",8.6,11.5,10.7,13.8,City
"Southampton, United Kingdom",8.6,8.9,12.3,13.4,City
"Stoke-on-Trent, United Kingdom",8.6,7.7,9.6,9.5,City
"Worthing, United Kingdom",8.6,8.3,10.0,,City
"Cardiff, United Kingdom",8.6,7.6,11.5,10.3,City
"Alamo, USA",8.6,12.4,6.8,,City
"Belvedere, USA",8.6,,,,City
"Big Bear Lake, USA",8.6,14.7,9.2,,City
"Mojave, USA",8.6,,6.7,7.8,City
"Searles Valley, USA",8.6,10.1,5.1,,City
"Talmage, USA",8.6,15.2,,,City
"Centerville, USA",8.6,,,,City
"Crystal River, USA",8.6,8.7,8.2,8.3,City
"Jacksonville, USA",8.6,8.6,8.8,7.2,City
"Jasper, USA",8.6,9.2,8.9,8.5,City
"Pensacola, USA",8.6,9.7,9.4,,City
"Twin Falls, USA",8.6,7.0,5.0,8.4,City
"Bellingham, USA",8.6,7.7,8.1,,City
"Sharon, USA",8.6,,,,City
"Pascagoula, USA",8.6,8.6,8.6,8.5,City
"East Brunswick, USA",8.6,7.8,8.2,8.1,City
"Manhattan, USA",8.6,,,,City
"Cleves, USA",8.6,7.6,8.0,8.6,City
"Warren, USA",8.6,6.1,,,City
"Manzanita, USA",8.6,,,,City
"Oak Grove, USA",8.6,,,,City
"Tualatin, USA",8.6,14.7,9.9,,City
"Altoona, USA",8.6,7.8,9.3,7.9,City
"Providence, USA",8.6,7.7,8.0,7.9,City
"College Station, USA",8.6,,,,City
"Walla Walla, USA",8.6,13.3,7.8,7.2,City
"Wodonga, Australia",8.5,,,,City
"Redwater, Canada",8.5,5.5,7.9,,City
"Sherwood Park, Canada",8.5,6.3,8.0,,City
"Quebec, Canada",8.5,9.9,8.3,8.9,City
"Nyingchi, China",8.5,7.3,8.1,7.8,City
"Toulon, France",8.5,9.1,11.8,11.9,City
"Emsland, Germany",8.5,8.2,11.0,,City
"Salzgitter, Germany",8.5,7.5,9.8,12.3,City
"Bad Kreuznach, Germany",8.5,8.4,10.9,12.4,City
"Greenhills, Ireland",8.5,8.5,,,City
"Civitavecchia, Italy",8.5,8.2,9.2,,City
"Agrigento, Italy",8.5,8.4,,,City
"Anjo, Japan",8.5,12.8,14.5,,City
"Ichinomiya, Japan",8.5,,11.7,12.4,City
"Nishio, Japan",8.5,9.5,10.7,11.5,City
"Ichihara, Japan",8.5,9.6,10.9,11.5,City
"Aizuwakamatsu, Japan",8.5,,9.4,,City
"Kani, Japan",8.5,9.1,11.0,,City
"Toki, Japan",8.5,,11.5,,City
"Shiroishi, Japan",8.5,8.5,10.3,10.2,City
"Beppu, Japan",8.5,9.2,10.0,10.3,City
